keys,en,ru
item.sensor_t3.desc,Industrial sensor with platinum internals.,Промышленный сенсор с платиновой начинкой.
item.sensor_t3.name,Sensor T3,Сенсор T3
item.emitter_t1.desc,Basic energy emitter.,Базовый излучатель энергии.
item.emitter_t1.name,Emitter T1,Эмиттер T1
item.emitter_t2.desc,Advanced energy emitter.,Продвинутый излучатель энергии.
item.emitter_t2.name,Emitter T2,Эмиттер T2
item.emitter_t3.desc,Industrial energy emitter.,Промышленный излучатель энергии.
item.emitter_t3.name,Emitter T3,Эмиттер T3
item.drill_head_bronze.desc,Bronze drill head. Assembles into a bronze drill.,Бронзовая буровая головка. Собирается в бронзовый бур.
item.drill_head_bronze.name,Bronze Drill Head,Бронзовая буровая головка
item.drill_head_steel.desc,Steel drill head. Assembles into a steel drill.,Стальная буровая головка. Собирается в стальной бур.
item.drill_head_steel.name,Steel Drill Head,Стальная буровая головка
item.drill_head_titanium.desc,Titanium drill head. Assembles into a titanium drill.,Титановая буровая головка. Собирается в титановый бур.
item.drill_head_titanium.name,Titanium Drill Head,Титановая буровая головка
item.drill_head_advanced.desc,Mythril drill head for the ultimate drill.,Мифриловая буровая головка для абсолютного бура.
item.drill_head_advanced.name,Advanced Drill Head,Продвинутая буровая головка
item.steam_turbine.desc,Turns steam into EU. Place next to a boiler or a steam tank.,"Превращает пар в EU. Ставь вплотную к котлу или баку с паром."
item.steam_turbine.name,Steam Turbine,Паровая турбина
item.coke.desc,Coal baked in a coke oven. Burns twice as long as coal.,"Уголь, пережжённый в коксовой печи. Горит вдвое дольше угля."
item.coke.name,Coke,Кокс
item.refractory_brick.desc,Heat-resistant brick for coke ovens and blast furnaces.,Жаростойкий кирпич для коксовых печей и домен.
item.refractory_brick.name,Refractory Brick,Огнеупорный кирпич
item.coke_oven.desc,Slowly bakes coal into coke and drips creosote. Needs no fuel or power.,"Медленно пережигает уголь в кокс, побочно капает креозот. Не требует топлива и энергии."
item.coke_oven.name,Coke Oven,Коксовая печь
item.primitive_blast_furnace.desc,The only way to make steel: iron plus coke and a lot of patience.,"Единственный способ получить сталь: железо, кокс и много терпения."
item.primitive_blast_furnace.name,Primitive Blast Furnace,Примитивная домна
item.bronze_axe.desc,Bronze axe. Chops faster than the primitive one.,"Бронзовый топор. Рубит быстрее примитивного."
item.bronze_axe.name,Bronze Axe,Бронзовый топор
item.steel_axe.desc,Steel axe. Top-tier wood chopping.,"Стальной топор. Лучшая рубка дерева."
item.steel_axe.name,Steel Axe,Стальной топор
item.bronze_sword.desc,Bronze blade for early combat.,"Бронзовый клинок для ранних сражений."
item.bronze_sword.name,Bronze Sword,Бронзовый меч
item.steel_sword.desc,Sharp steel blade.,"Острый стальной клинок."
item.steel_sword.name,Steel Sword,Стальной меч
item.primitive_spear.desc,Stone-tipped spear with extended reach.,Каменное копьё с увеличенной дальностью.
item.primitive_spear.name,Stone Spear,Каменное копьё
item.bronze_spear.desc,Bronze-tipped spear with extended reach.,Бронзовое копьё с увеличенной дальностью.
item.bronze_spear.name,Bronze Spear,Бронзовое копьё
item.steel_spear.desc,Steel-tipped spear with extended reach.,Стальное копьё с увеличенной дальностью.
item.steel_spear.name,Steel Spear,Стальное копьё
item.titanium_dust.desc,Pure titanium dust. Smelts into an ingot.,"Чистая титановая пыль. Плавится в слиток."
item.titanium_dust.name,Titanium Dust,Титановая пыль
item.mythril_dust.desc,Pure mythril dust. Smelts into an ingot.,"Чистая мифриловая пыль. Плавится в слиток."
item.mythril_dust.name,Mythril Dust,Мифриловая пыль
item.ore_washer.desc,Washes raw ore into metal dust plus a full byproduct dust. Needs water and 15 EU/s.,Промывает сырую руду в металлическую пыль и обычную побочную пыль. Нужна вода и 15 EU/с.
item.ore_washer.name,Ore Washer,Промывочная машина
item.centrifuge.desc,Separates raw ore into metal dust and a full byproduct dust. 30 EU/s.,Разделяет сырую руду на металлическую и обычную побочную пыль. 30 EU/с.
item.centrifuge.name,Centrifuge,Центрифуга
item.chemical_reactor.name,Chemical Reactor,Химический реактор
item.chemical_reactor.desc,Combines 1-2 fluids with an item (or a casting mold) to produce a new item. 30 EU/s.,Соединяет 1-2 жидкости с предметом (или литейной формой) в новый предмет. 30 EU/с.
item.cpu_die.name,CPU Die,Кристалл процессора
item.cpu_die.desc,"The heart of a processor, etched on a silicon wafer.","Сердце процессора, вытравленное на кремниевой пластине."
item.crystal_processor.name,Crystal Processor,Кристальный процессор
item.crystal_processor.desc,An exotic processor with an optically clocked core.,Экзотический процессор с оптическим ядром.
item.diode.name,Diode,Диод
item.diode.desc,One-way electronic component.,Электронный компонент одностороннего действия.
item.magnetic_separator.name,Magnetic Separator,Магнитный сепаратор
item.magnetic_separator.desc,Separates raw ore into metal dust plus a full magnetic byproduct dust. 25 EU/s.,Разделяет сырую руду на металлическую и обычную магнитную побочную пыль. 25 EU/с.
item.mold_gear.name,Gear Mold,Форма: шестерня
item.mold_gear.desc,Steel casting mold for gears. Not consumed.,Стальная литейная форма для шестерней. Не расходуется.
item.mold_plate.name,Plate Mold,Форма: пластина
item.mold_plate.desc,Steel casting mold. Put into the chemical reactor to cast plates from molten metal. Not consumed.,"Стальная литейная форма. Вставь в химический реактор, чтобы отливать пластины из расплава. Не расходуется."
item.mold_rod.name,Rod Mold,Форма: стержень
item.mold_rod.desc,Steel casting mold for rods. Not consumed.,Стальная литейная форма для стержней. Не расходуется.
item.mold_wire.name,Wire Mold,Форма: провод
item.mold_wire.desc,Steel casting mold for wire. Not consumed.,Стальная литейная форма для проводов. Не расходуется.
item.nano_processor.name,Nano Processor,Нанопроцессор
item.nano_processor.desc,A dense processor built from a CPU die and transistors.,Плотный процессор из кристалла и транзисторов.
item.ore_melter.name,Induction Melter,Индукционная плавильня
item.ore_melter.desc,"Melts ore, dust and ingots into molten metal. 40 EU/s.","Плавит руду, пыль и слитки в жидкий металл. 40 EU/с."
item.silicon_ingot.name,Silicon Ingot,Кремниевый слиток
item.silicon_ingot.desc,Raw silicon smelted from sand and coal dust.,"Технический кремний, выплавленный из песка и угольной пыли."
item.silicon_wafer.name,Silicon Wafer,Кремниевая пластина
item.silicon_wafer.desc,A thin polished wafer cut from a silicon ingot.,"Тонкая шлифованная пластина, нарезанная из кремниевого слитка."
item.transistor.name,Transistor,Транзистор
item.transistor.desc,Basic switching element of modern processors.,Базовый переключающий элемент современных процессоров.
item.mixer.name,Mixer,Смеситель
item.mixer.desc,"A large 3x3 machine that blends 2-4 fluids into one: bronze, electrum, fuel blends. 50 EU/s.","Большая машина 3×3, сплавляющая 2-4 жидкости в одну: бронза, электрум, топливные смеси. 50 EU/с."
item.coke_dust.name,Coke Dust,Коксовая пыль
item.coke_dust.desc,"Crushed coke. Burns as long as solid coke and feeds carbon chemistry.","Дроблёный кокс. Горит как цельный кокс и идёт в углехимию."
item.steam_science_pack.name,Steam Research Pack,Паровой исследовательский набор
item.steam_science_pack.desc,A standardized package of precision steam parts steel and coke proving that the full workshop is operational.,Стандартизированный набор точных паровых деталей стали и кокса подтверждающий работу полного производственного цеха.
item.electrical_science_pack.name,Electrical Research Pack,Электротехнический исследовательский набор
item.electrical_science_pack.desc,A package of low-voltage circuits rubber and copper dust for electrical research.,Набор низковольтных схем резины и медной пыли для электротехнических исследований.
item.automation_science_pack.name,Automation Research Pack,Исследовательский набор автоматизации
item.automation_science_pack.desc,Routing mechanisms compressed carbon and control circuits for factory automation.,Механизмы маршрутизации прессованный углерод и управляющие схемы для автоматизации фабрики.
item.industrial_science_pack.name,Industrial Research Pack,Промышленный исследовательский набор
item.industrial_science_pack.desc,Iron dust high-grade materials and motors produced by industrial processing.,Железная пыль качественные материалы и моторы промышленной переработки.
item.chemical_science_pack.name,Chemical Research Pack,Химический исследовательский набор
item.chemical_science_pack.desc,Carbon products polymers and electronics prepared by the chemical industry.,Углеродные материалы полимеры и электроника подготовленные химической промышленностью.
item.bio_science_pack.name,Bioengineering Research Pack,Биоинженерный исследовательский набор
item.bio_science_pack.desc,A renewable production package combining crops resin productivity and solar power.,Набор возобновляемого производства из урожая смолы модулей продуктивности и солнечной энергии.
item.solar_science_pack.name,Solar Research Pack,Солнечный исследовательский набор
item.solar_science_pack.desc,Advanced generation storage and semiconductor components for high-energy research.,Продвинутая генерация накопители и полупроводники для высокоэнергетических исследований.
item.abyss_science_pack.name,Abyss Research Pack,Исследовательский набор бездны
item.abyss_science_pack.desc,Dense matter advanced processors and high-capacity batteries from abyss engineering.,Плотная материя продвинутые процессоры и ёмкие батареи технологий бездны.
item.frontier_science_pack.name,Frontier Research Pack,Фронтирный исследовательский набор
item.frontier_science_pack.desc,A late-game logistics package proving the Overworld factory is ready for quantum systems.,Набор логистики поздней игры подтверждающий готовность фабрики основного мира к квантовым системам.
item.steam_machine_casing.name,Steam Machine Casing,Корпус паровой машины
item.steam_machine_casing.desc,A standardized bronze housing lined with refractory brick for steam machinery.,Стандартизированный бронзовый корпус с огнеупорной футеровкой для паровых машин.
item.bronze_boiler_tube.name,Bronze Boiler Tube,Бронзовая котельная трубка
item.bronze_boiler_tube.desc,A reinforced heat-exchange tube used in boilers and steam furnaces.,Усиленная теплообменная трубка для котлов и паровых печей.
item.pressure_valve.name,Pressure Valve,Клапан давления
item.pressure_valve.desc,A steam-pressed precision valve that safely controls boiler pressure.,Точный клапан изготовленный паровым прессом для безопасного управления давлением.
item.steam_piston.name,Steam Piston,Паровой поршень
item.steam_piston.desc,A sealed bronze piston manufactured under steam pressure.,Герметичный бронзовый поршень изготовленный под давлением пара.
item.precision_flywheel.name,Precision Flywheel,Точный маховик
item.precision_flywheel.desc,A balanced flywheel for stable steam machinery and turbines.,Сбалансированный маховик для стабильной работы паровых машин и турбин.
item.steam_assembler.name,Steam Assembler,Паровой сборщик
item.steam_assembler.desc,A four-input steam machine that automatically assembles bronze components machine casings and research packs.,Паровая машина с четырьмя входами для автоматической сборки бронзовых компонентов корпусов машин и исследовательских наборов.
item.steam_research_core.name,Steam Research Core,Паровое исследовательское ядро
item.steam_research_core.desc,A calibrated assembly of pressure components that records stable steam-machine operation.,Откалиброванный узел из деталей высокого давления фиксирующий стабильную работу паровых машин.
item.bronze_bearing.name,Bronze Bearing,Бронзовый подшипник
item.bronze_bearing.desc,A low-friction bearing for conveyors pumps and steam machinery.,Подшипник с малым трением для конвейеров насосов и паровых машин.
item.steel_bearing.name,Steel Bearing,Стальной подшипник
item.steel_bearing.desc,A durable bearing for turbines high-pressure pumps and industrial machinery.,Прочный подшипник для турбин напорных насосов и промышленных машин.
item.mechanical_control_unit.name,Mechanical Control Unit,Механический управляющий узел
item.mechanical_control_unit.desc,A geared governor that coordinates mechanical machines without electricity.,Шестерёнчатый регулятор управляющий механическими машинами без электричества.
item.steam_control_unit.name,Steam Control Unit,Паровой управляющий узел
item.steam_control_unit.desc,A pressure-driven controller for advanced steam machinery.,Управляющий блок высокого давления для продвинутых паровых машин.
item.mechanical_drive_unit.name,Mechanical Drive Unit,Механический приводной узел
item.mechanical_drive_unit.desc,"A compact bronze gearbox with a rotor, bearings and gears for early machinery.",Компактный бронзовый редуктор с ротором подшипниками и шестернями для ранних машин.
item.steam_drive_unit.name,Steam Drive Unit,Паровой приводной узел
item.steam_drive_unit.desc,"A pressure-driven assembly with pistons, a flywheel and a control valve for steam machinery.",Приводной узел с поршнями маховиком и регулирующим клапаном для паровых машин.
item.thermal_unit.name,Thermal Unit,Тепловой узел
item.thermal_unit.desc,A replaceable furnace and heat-exchanger assembly for boilers and industrial heating.,Сменный блок печи и теплообменника для котлов и промышленного нагрева.
item.fluid_manifold.name,Fluid Manifold,Жидкостный коллектор
item.fluid_manifold.desc,A valved bronze manifold that distributes steam between machine subsystems.,Бронзовый коллектор с клапаном распределяющий пар между узлами машины.
