keys,en,ru
Поставь дробилку и загрузи её.,Place the crusher and load it up.,Поставь дробилку и загрузи её.
Поставь нефтекачку на месторождение.,Set the oil pump on a deposit.,Поставь нефтекачку на месторождение.
"Поставь печь, загрузи руду и уголь.","Place the furnace, load ore and coal.","Поставь печь, загрузи руду и уголь."
Поставь помпу у воды и запусти.,Set the pump by the water and start it.,Поставь помпу у воды и запусти.
Поставь продвинутый бур на мифрил и переработай добычу.,Set the advanced drill on mythril and process the haul.,Поставь продвинутый бур на мифрил и переработай добычу.
Поставь сундук в удобном месте базы.,Place the chest somewhere handy at your base.,Поставь сундук в удобном месте базы.
Поставь турбину вплотную к котлу — пар станет током.,Place the turbine right next to the boiler — steam becomes current.,Поставь турбину вплотную к котлу — пар станет током.
Построй первый источник электричества.,Build your first source of electricity.,Построй первый источник электричества.
Построй хранилище энергии высшего тира.,Build a top-tier energy storage.,Построй хранилище энергии высшего тира.
Предел скорости ленты.,The speed limit of the belt.,Предел скорости ленты.
Предел солнечной энергетики.,The limit of solar power.,Предел солнечной энергетики.
Предел цифрового склада,The limit of digital storage,Предел цифрового склада
Прессованная медь,Pressed Copper,Прессованная медь
Прессованное железо,Pressed Iron,Прессованное железо
Прессованное топливо,Compressed fuel,Прессованное топливо
Прессы и манипуляторы,Presses and robotic arms,Прессы и манипуляторы
Прецизионные контакты,Precision contacts,Прецизионные контакты
Прецизионные приборы,Precision instruments,Прецизионные приборы
Приборостроение,Instrument-making,Приборостроение
Приборы T2,Tier 2 Instruments,Приборы T2
Приборы T3,Tier 3 Instruments,Приборы T3
Примитивная домна,Primitive Blast Furnace,Примитивная домна
Провода,Wires,Провода
Провода высшего класса,Top-class wires,Провода высшего класса
Провода для будущих машин,Wires for future machines,Провода для будущих машин
Проводники и фольга,Conductors and foil,Проводники и фольга
Прогони железную руду через электродробилку.,Run iron ore through the electric crusher.,Прогони железную руду через электродробилку.
Прогони железо через полную цепочку.,Run iron through the full chain.,Прогони железо через полную цепочку.
Прогони мифрил через центрифугу до чистой пыли.,Run mythril through the centrifuge into pure dust.,Прогони мифрил через центрифугу до чистой пыли.
Прогони плавку через паровую печь.,Run your smelting through the steam furnace.,Прогони плавку через паровую печь.
Прогони железную руду через магнитный сепаратор.,Run iron ore through the magnetic separator.,Прогони железную руду через магнитный сепаратор.
Продвинутая автоматика,Advanced automation,Продвинутая автоматика
Продвинутая головка,Advanced Drill Head,Продвинутая головка
Продвинутая панель,Advanced Panel,Продвинутая панель
Продвинутые каркасы,Advanced Frames,Продвинутые каркасы
Продвинутые корпуса,Advanced casings,Продвинутые корпуса
Продвинутые платы,Advanced Boards,Продвинутые платы
Продвинутые процессоры,Advanced Processors,Продвинутые процессоры
Продвинутый бур,Advanced Drill,Продвинутый бур
Продолжи дробление: гравий превращается в песок.,Keep crushing: gravel turns into sand.,Продолжи дробление: гравий превращается в песок.
Продукты нефтепереработки,Oil refining products,Продукты нефтепереработки
Производство пара,Steam production,Производство пара
Пройдись по округе и собери растительное волокно.,Walk the area and gather plant fiber.,Пройдись по округе и собери растительное волокно.
"Прокат, детали, сила пара, кокс и первая сталь.","Rolling, parts, steam power, coke and the first steel.","Прокат, детали, сила пара, кокс и первая сталь."
Прокатай железо в пластины — основной конструкционный материал.,Roll iron into plates — the main structural material.,Прокатай железо в пластины — основной конструкционный материал.
Прокатай железо через пресс — вдвое выгоднее верстака.,Roll iron through the press — twice as efficient as the workbench.,Прокатай железо через пресс — вдвое выгоднее верстака.
Прокатай медные стержни.,Roll copper rods.,Прокатай медные стержни.
Прокатай сталь в пластины.,Roll steel into plates.,Прокатай сталь в пластины.
Прокладка сети,Laying the Grid,Прокладка сети
Проложи жидкостные трубы.,Lay fluid pipes.,Проложи жидкостные трубы.
Проложи конвейерную линию по базе.,Lay a conveyor line across your base.,Проложи конвейерную линию по базе.
Проложить ME-кабели,Lay ME cables,Проложить ME-кабели
Сепарируй медную руду — побочкой пойдёт золотая пыль.,Separate copper ore to obtain gold dust as a byproduct.,Сепарируй медную руду — побочкой пойдёт золотая пыль.
Получи обычную никелевую пыль как побочный продукт переработки.,Obtain regular nickel dust as a processing byproduct.,Получи обычную никелевую пыль как побочный продукт переработки.
Переработай титановую руду в пыль — впереди титановая эра.,Process titanium ore into dust for the coming titanium era.,Переработай титановую руду в пыль — впереди титановая эра.
Промывка меди,Copper Washing,Промывка меди
Промывка железа,Iron Washing,Промывка железа
Промыть медную руду,Wash copper ore,Промыть медную руду
Промыть мифриловую руду,Wash mythril ore,Промыть мифриловую руду
Промышленные машины,Industrial machines,Промышленные машины
Промышленные платы,Industrial Boards,Промышленные платы
Процессоры,Processors,Процессоры
Пульт конвейера,Conveyor Controls,Пульт конвейера
Пуск смесителя,Mixer Startup,Пуск смесителя
Рабочее место,Workplace,Рабочее место
Разветвители,Splitters,Разветвители
Раздели потоки предметов разветвителями.,Split item flows with splitters.,Раздели потоки предметов разветвителями.
Раздроби камень в гравий.,Crush stone into gravel.,Раздроби камень в гравий.
"Раздроби кокс в пыль — горит так же долго, а идёт и в химию.","Crush coke into dust — burns just as long, and feeds chemistry too.","Раздроби кокс в пыль — горит так же долго, а идёт и в химию."
Сигнал в камне,Signal in Stone,Сигнал в камне
Найди в Лесу фиолетовую резонитовую жилу. Осколки реагируют на слабый ток и служат логическим сердцем первых схем.,Find a violet resonite vein in the Forest. Its shards react to weak current and form the logical core of early circuits.,Найди в Лесу фиолетовую резонитовую жилу. Осколки реагируют на слабый ток и служат логическим сердцем первых схем.
Добыть резонитовые осколки,Mine resonite shards,Добыть резонитовые осколки
Скрафтить первую схему T1,Craft the first Tier 1 circuit,Скрафтить первую схему T1
Схемы T1 и простые датчики,Tier 1 circuits and basic sensors,Схемы T1 и простые датчики
Схемы T2 и терминалы,Tier 2 circuits and terminals,Схемы T2 и терминалы
Раздроби титановую руду — впереди титановая эра.,Crush titanium ore — the titanium era is coming.,Раздроби титановую руду — впереди титановая эра.
Раздроби уголь в пыль — материал огнеупоров.,Crush coal into dust — the stuff of refractories.,Раздроби уголь в пыль — материал огнеупоров.
Раздробить железную руду,Crush iron ore,Раздробить железную руду
Раздробить медную руду,Crush copper ore,Раздробить медную руду
Раздробить мифриловую руду,Crush mythril ore,Раздробить мифриловую руду
Раздробить титановую руду,Crush titanium ore,Раздробить титановую руду
Разжечь огонь,Light the Fire,Разжечь огонь
Раскатай пластины в тонкую фольгу.,Roll plates into thin foil.,Раскатай пластины в тонкую фольгу.
Раскачай добычу железа до промышленных объёмов.,Scale iron mining up to industrial volumes.,Раскачай добычу железа до промышленных объёмов.
Раскачай добычу титана.,Scale up titanium mining.,Раскачай добычу титана.
Распаяй материнскую плату.,Solder up a motherboard.,Распаяй материнскую плату.
Расплав в трубы,Melt into the pipes,Расплав в трубы
"Расплав стали, вода и железная пластина — плотная пластина.","Molten steel, water and an iron plate — a dense plate.","Расплав стали, вода и железная пластина — плотная пластина."
"Расплавь руду, пыль или слиток: каждая единица металла даёт 90 л.","Melt ore, dust, or an ingot: each unit of metal yields 90 L.","Расплавь руду, пыль или слиток: каждая единица металла даёт 90 л."
Расчисти площадку 3×3 и установи смеситель.,Clear a 3×3 area and install the mixer.,Расчисти площадку 3×3 и установи смеситель.
Расширение сети,Network expansion,Расширение сети
Расширение склада,Warehouse Expansion,Расширение склада
Расширь хранилище ячейками покрупнее.,Expand storage with bigger cells.,Расширь хранилище ячейками покрупнее.
Расщепи брёвна на доски — универсальный материал.,Split logs into planks — the universal material.,Расщепи брёвна на доски — универсальный материал.
Резервуары,Tanks,Резервуары
Резина и изоляция,Rubber and insulation,Резина и изоляция
Рецепты литья и химии,Casting and chemistry recipes,Рецепты литья и химии
Рецепты первых инструментов,First tool recipes,Рецепты первых инструментов
Роборука высшего поколения.,A top-generation robotic arm.,Роборука высшего поколения.
"Роборука: поршень, мотор и схема.","A robotic arm: piston, motor and circuit.","Роборука: поршень, мотор и схема."
Роборуки второго поколения.,Second-generation robotic arms.,Роборуки второго поколения.
Ручная дробилка,Hand Crusher,Ручная дробилка
С топором дело идёт быстрее. Заготовь дров впрок.,With an axe things go faster. Stock up on wood.,С топором дело идёт быстрее. Заготовь дров впрок.
Сбор латекса,Latex Harvest,Сбор латекса
Сборка компьютера,Computer assembly,Сборка компьютера
Сборка роторов,Rotor assembly,Сборка роторов
Свари каркасы из титана и стали.,Weld frames from titanium and steel.,Свари каркасы из титана и стали.
Свари каркасы — скелет тяжёлых машин.,Weld frames — the skeleton of heavy machines.,Свари каркасы — скелет тяжёлых машин.
Свари пластик из резины и угольной пыли.,Cook plastic from rubber and coal dust.,Свари пластик из резины и угольной пыли.
Свари углепластик из пластика и сырой нефти.,Cook carbon plastic from plastic and crude oil.,Свари углепластик из пластика и сырой нефти.
Сверни корпуса для аккумуляторов.,Roll casings for batteries.,Сверни корпуса для аккумуляторов.
Сверни пластины в трубы.,Roll plates into pipes.,Сверни пластины в трубы.
Сверни стальные трубы — они держат нефть и пар.,Roll steel pipes — they hold oil and steam.,Сверни стальные трубы — они держат нефть и пар.
Сверхскоростные линии,Ultra-fast lines,Сверхскоростные линии
Свинец для поздних технологий,Lead for late-game technology,Свинец для поздних технологий
Свинцовая жила,Lead Vein,Свинцовая жила
Свой угол,A Place of Your Own,Свой угол
Свяжи сеть с машинами: шины и интерфейс.,Link the network to machines: buses and an interface.,Свяжи сеть с машинами: шины и интерфейс.
Сделай вёдра покрепче деревянного.,Make buckets sturdier than wood.,Сделай вёдра покрепче деревянного.
Сенсор,Sensor,Сенсор
Сенсор и эмиттер второго тира.,A Tier 2 sensor and emitter.,Сенсор и эмиттер второго тира.
Сенсор и эмиттер высшего тира.,A top-tier sensor and emitter.,Сенсор и эмиттер высшего тира.
Сенсоры и эмиттеры,Sensors and emitters,Сенсоры и эмиттеры
Сепарируй и медь — побочкой пойдёт золотая пыль.,Separate copper too — gold dust comes as a byproduct.,Сепарируй и медь — побочкой пойдёт золотая пыль.
Сердечники моторов,Motor cores,Сердечники моторов
Сердце насосов и турбин,The heart of pumps and turbines,Сердце насосов и турбин
Серебро для схем,Silver for circuits,Серебро для схем
Серебряная жила,Silver Vein,Серебряная жила
Серебряные слитки,Silver Ingots,Серебряные слитки
Серийные схемы,Serial Circuits,Серийные схемы
Склад настоящего промышленника начинается с полтысячи вещей.,A true industrialist's warehouse starts at five hundred items.,Склад настоящего промышленника начинается с полтысячи вещей.
Склад растёт вместе с производством.,The warehouse grows with production.,Склад растёт вместе с производством.
Сколоти ведро — пригодится для жидкостей.,Knock together a bucket — handy for liquids.,Сколоти ведро — пригодится для жидкостей.
Скоростные линии,High-speed lines,Скоростные линии
Скрафтить ME Assembler,Craft an ME Assembler,Скрафтить ME Assembler
Скрафтить ME Crafting Terminal,Craft an ME Crafting Terminal,Скрафтить ME Crafting Terminal
Скрафтить ME-кабели,Craft ME cables,Скрафтить ME-кабели
Скрафтить абсолютную панель,Craft an ultimate panel,Скрафтить абсолютную панель
Скрафтить базовые платы,Craft basic boards,Скрафтить базовые платы
Скрафтить аккумуляторные ячейки T1,Craft Tier 1 accumulator cells,Скрафтить аккумуляторные ячейки T1
Скрафтить аккумуляторные ячейки T2,Craft Tier 2 accumulator cells,Скрафтить аккумуляторные ячейки T2
Скрафтить аккумуляторные ячейки T3,Craft Tier 3 accumulator cells,Скрафтить аккумуляторные ячейки T3
Скрафтить бронзовое ведро,Craft a bronze bucket,Скрафтить бронзовое ведро
Скрафтить бронзовую головку,Craft a bronze drill head,Скрафтить бронзовую головку
Скрафтить бронзовые болты,Craft bronze bolts,Скрафтить бронзовые болты
Скрафтить бронзовые кольца,Craft bronze rings,Скрафтить бронзовые кольца
Скрафтить бронзовые пружины,Craft bronze springs,Скрафтить бронзовые пружины
Скрафтить бронзовые роторы,Craft bronze rotors,Скрафтить бронзовые роторы
Скрафтить бронзовые стержни,Craft bronze rods,Скрафтить бронзовые стержни
Скрафтить бронзовые трубы,Craft bronze pipes,Скрафтить бронзовые трубы
Скрафтить бронзовый бур,Craft a bronze drill,Скрафтить бронзовый бур
Скрафтить бронзовый меч,Craft a bronze sword,Скрафтить бронзовый меч
Скрафтить бронзовый топор,Craft a bronze axe,Скрафтить бронзовый топор
Скрафтить ведро,Craft a bucket,Скрафтить ведро
Скрафтить генератор булыжника,Craft a cobblestone generator,Скрафтить генератор булыжника
Скрафтить диоды,Craft diodes,Скрафтить диоды
Скрафтить железные блоки,Craft iron blocks,Скрафтить железные блоки
Скрафтить железные болты,Craft iron bolts,Скрафтить железные болты
Скрафтить железные пружины,Craft iron springs,Скрафтить железные пружины
Скрафтить железные стержни,Craft iron rods,Скрафтить железные стержни
Скрафтить жидкостную ячейку 1k,Craft a 1k fluid cell,Скрафтить жидкостную ячейку 1k
Скрафтить золотую линзу,Craft a gold lens,Скрафтить золотую линзу
Скрафтить золотую фольгу,Craft gold foil,Скрафтить золотую фольгу
Скрафтить золотые провода,Craft gold wires,Скрафтить золотые провода
Скрафтить золотые пружины,Craft gold springs,Скрафтить золотые пружины
Скрафтить золотые стержни,Craft gold rods,Скрафтить золотые стержни
Скрафтить изолированные провода,Craft insulated wires,Скрафтить изолированные провода
Скрафтить изолирующий костюм,Craft an insulated suit,Скрафтить изолирующий костюм
Скрафтить каркасы машин,Craft machine frames,Скрафтить каркасы машин
Скрафтить катушки,Craft coils,Скрафтить катушки
Скрафтить квантовый процессор,Craft a quantum processor,Скрафтить квантовый процессор
Скрафтить кодекс,Craft the codex,Скрафтить кодекс
Скрафтить колонну,Craft the column,Скрафтить колонну
Скрафтить компрессор,Craft a compressor,Скрафтить компрессор
Скрафтить компьютер,Craft a computer,Скрафтить компьютер
Скрафтить конвейерные модули T1,Craft Tier 1 conveyor modules,Скрафтить конвейерные модули T1
Скрафтить конвейерные модули T2,Craft Tier 2 conveyor modules,Скрафтить конвейерные модули T2
Скрафтить конвейерные модули T3,Craft Tier 3 conveyor modules,Скрафтить конвейерные модули T3
Скрафтить конвейеры,Craft conveyors,Скрафтить конвейеры
Скрафтить конвейеры T3,Craft Tier 3 conveyors,Скрафтить конвейеры T3
Скрафтить конвейеры T4,Craft Tier 4 conveyors,Скрафтить конвейеры T4
Скрафтить конвейеры T5,Craft Tier 5 conveyors,Скрафтить конвейеры T5
Скрафтить конденсаторы T1,Craft Tier 1 capacitors,Скрафтить конденсаторы T1
Скрафтить конденсаторы T2,Craft Tier 2 capacitors,Скрафтить конденсаторы T2
Скрафтить конденсаторы T3,Craft Tier 3 capacitors,Скрафтить конденсаторы T3
Скрафтить корпуса аккумуляторов,Craft accumulator casings,Скрафтить корпуса аккумуляторов
Скрафтить кремниевые пластины,Craft silicon wafers,Скрафтить кремниевые пластины
Скрафтить кремниевые слитки,Craft silicon ingots,Скрафтить кремниевые слитки
Скрафтить кристаллы,Craft CPU dies,Скрафтить кристаллы
Скрафтить кристальный процессор,Craft a crystal processor,Скрафтить кристальный процессор
Скрафтить магнитные стержни,Craft magnetic rods,Скрафтить магнитные стержни
Скрафтить магнитный сепаратор,Craft a magnetic separator,Скрафтить магнитный сепаратор
Скрафтить малые шестерни,Craft small gears,Скрафтить малые шестерни
Скрафтить манипулятор T3,Craft a Tier 3 robotic arm,Скрафтить манипулятор T3
Скрафтить манипуляторы T1,Craft Tier 1 robotic arms,Скрафтить манипуляторы T1
Скрафтить манипуляторы T2,Craft Tier 2 robotic arms,Скрафтить манипуляторы T2
Скрафтить материнскую плату,Craft a motherboard,Скрафтить материнскую плату
Скрафтить медную фольгу,Craft copper foil,Скрафтить медную фольгу
Скрафтить медные блоки,Craft copper blocks,Скрафтить медные блоки
Скрафтить медные провода,Craft copper wires,Скрафтить медные провода
Скрафтить медные стержни,Craft copper rods,Скрафтить медные стержни
Скрафтить микрочипы,Craft microchips,Скрафтить микрочипы
Скрафтить модификатор T2,Craft a Tier 2 modifier,Скрафтить модификатор T2
Скрафтить модификатор T3,Craft a Tier 3 modifier,Скрафтить модификатор T3
Скрафтить нанопроцессоры,Craft nano processors,Скрафтить нанопроцессоры
Скрафтить огнеупорный кирпич,Craft refractory bricks,Скрафтить огнеупорный кирпич
Скрафтить память,Craft memory,Скрафтить память
Скрафтить плавильню,Craft the melter,Скрафтить плавильню
Скрафтить платиновые пластины,Craft platinum plates,Скрафтить платиновые пластины
Скрафтить поршень T3,Craft a Tier 3 piston,Скрафтить поршень T3
Скрафтить поршни T1,Craft Tier 1 pistons,Скрафтить поршни T1
Скрафтить поршни T2,Craft Tier 2 pistons,Скрафтить поршни T2
Скрафтить примитивный бур,Craft a primitive drill,Скрафтить примитивный бур
Скрафтить примитивный меч,Craft a primitive sword,Скрафтить примитивный меч
Скрафтить продвинутую головку,Craft an advanced drill head,Скрафтить продвинутую головку
Скрафтить продвинутую панель,Craft an advanced panel,Скрафтить продвинутую панель
Скрафтить продвинутые каркасы,Craft advanced frames,Скрафтить продвинутые каркасы
Скрафтить продвинутые корпуса,Craft advanced casings,Скрафтить продвинутые корпуса
Скрафтить продвинутые платы,Craft advanced boards,Скрафтить продвинутые платы
Скрафтить продвинутые процессоры,Craft advanced processors,Скрафтить продвинутые процессоры
Скрафтить продвинутый бур,Craft an advanced drill,Скрафтить продвинутый бур
Скрафтить промышленные корпуса,Craft industrial casings,Скрафтить промышленные корпуса
Скрафтить промышленные платы,Craft industrial boards,Скрафтить промышленные платы
Скрафтить процессоры,Craft processors,Скрафтить процессоры
Скрафтить разветвители,Craft splitters,Скрафтить разветвители
Скрафтить резервуар T2,Craft a Tier 2 tank,Скрафтить резервуар T2
Скрафтить резервуар T3,Craft a Tier 3 tank,Скрафтить резервуар T3
Скрафтить резервуар T4,Craft a Tier 4 tank,Скрафтить резервуар T4
Скрафтить сенсор T1,Craft a Tier 1 sensor,Скрафтить сенсор T1
Скрафтить сенсор T2,Craft a Tier 2 sensor,Скрафтить сенсор T2
Скрафтить сенсор T3,Craft a Tier 3 sensor,Скрафтить сенсор T3
Скрафтить смеситель,Craft the mixer,Скрафтить смеситель
Скрафтить стальное ведро,Craft a steel bucket,Скрафтить стальное ведро
Скрафтить стальной меч,Craft a steel sword,Скрафтить стальной меч
Скрафтить стальной топор,Craft a steel axe,Скрафтить стальной топор
Скрафтить стальную головку,Craft a steel drill head,Скрафтить стальную головку
Скрафтить стальные болты,Craft steel bolts,Скрафтить стальные болты
Скрафтить стальные кольца,Craft steel rings,Скрафтить стальные кольца
Скрафтить стальные пружины,Craft steel springs,Скрафтить стальные пружины
Скрафтить стальные роторы,Craft steel rotors,Скрафтить стальные роторы
Скрафтить стальные стержни,Craft steel rods,Скрафтить стальные стержни
Скрафтить стальные трубы,Craft steel pipes,Скрафтить стальные трубы
Скрафтить стеклянные линзы,Craft glass lenses,Скрафтить стеклянные линзы
Скрафтить сундук Tier 2,Craft a Tier 2 chest,Скрафтить сундук Tier 2
Скрафтить сундук Tier 3,Craft a Tier 3 chest,Скрафтить сундук Tier 3
Скрафтить суперкомпьютер,Craft a supercomputer,Скрафтить суперкомпьютер
Скрафтить схемы T1,Craft Tier 1 circuits,Скрафтить схемы T1
Скрафтить схемы T2,Craft Tier 2 circuits,Скрафтить схемы T2
Скрафтить схемы T3,Craft Tier 3 circuits,Скрафтить схемы T3
Скрафтить термокостюм,Craft a heat suit,Скрафтить термокостюм
Скрафтить титановую головку,Craft a titanium drill head,Скрафтить титановую головку
Скрафтить титановый бур,Craft a titanium drill,Скрафтить титановый бур
Скрафтить тотем энта,Craft an ent totem,Скрафтить тотем энта
Скрафтить транзисторы,Craft transistors,Скрафтить транзисторы
Скрафтить трансформер,Craft the transformer,Скрафтить трансформер
Скрафтить углеволокно,Craft carbon fiber,Скрафтить углеволокно
Скрафтить углеткань,Craft carbon cloth,Скрафтить углеткань
Скрафтить фермстанцию,Craft a farming station,Скрафтить фермстанцию
Скрафтить форму пластины,Craft a plate mold,Скрафтить форму пластины
Скрафтить форму провода,Craft a wire mold,Скрафтить форму провода
Скрафтить форму стержня,Craft a rod mold,Скрафтить форму стержня
Скрафтить форму шестерни,Craft a gear mold,Скрафтить форму шестерни
Скрафтить химический реактор,Craft a chemical reactor,Скрафтить химический реактор
Скрафтить экстрактор,Craft an extractor,Скрафтить экстрактор
Скрафтить электромоторы T1,Craft Tier 1 electric motors,Скрафтить электромоторы T1
Скрафтить электромоторы T2,Craft Tier 2 electric motors,Скрафтить электромоторы T2
Скрафтить электромоторы T3,Craft Tier 3 electric motors,Скрафтить электромоторы T3
Скрафтить электронасос T3,Craft a Tier 3 electric pump,Скрафтить электронасос T3
Скрафтить электронасосы T1,Craft Tier 1 electric pumps,Скрафтить электронасосы T1
Скрафтить электронасосы T2,Craft Tier 2 electric pumps,Скрафтить электронасосы T2
Скрафтить электронные платы,Craft electronic boards,Скрафтить электронные платы
Скрафтить электрум,Craft electrum,Скрафтить электрум
Скрафтить электрумовые провода,Craft electrum wires,Скрафтить электрумовые провода
Скрафтить элитную панель,Craft an elite panel,Скрафтить элитную панель
Скрафтить эмиттер T1,Craft a Tier 1 emitter,Скрафтить эмиттер T1
Скрафтить эмиттер T2,Craft a Tier 2 emitter,Скрафтить эмиттер T2
Скрафтить эмиттер T3,Craft a Tier 3 emitter,Скрафтить эмиттер T3
Скрафтить энергохранилище T1,Craft a Tier 1 energy storage,Скрафтить энергохранилище T1
Скрафтить энергохранилище T2,Craft a Tier 2 energy storage,Скрафтить энергохранилище T2
Скрафтить энергохранилище T3,Craft a Tier 3 energy storage,Скрафтить энергохранилище T3
Скрафтить ячейку 16k,Craft a 16k cell,Скрафтить ячейку 16k
Скрафтить ячейку 4k,Craft a 4k cell,Скрафтить ячейку 4k
Скрафтить ячейку 64k,Craft a 64k cell,Скрафтить ячейку 64k
Скрути углеволокно и сотки углеткань.,Spin carbon fiber and weave carbon cloth.,Скрути углеволокно и сотки углеткань.
Сложи печь из огнеупорного кирпича — она займёт площадку 2×2.,Build the oven from refractory bricks — it takes a 2×2 area.,Сложи печь из огнеупорного кирпича — она займёт площадку 2×2.
Смени каменный топор на бронзовый.,Swap the stone axe for a bronze one.,Смени каменный топор на бронзовый.
Смеситель,Mixer,Смеситель
Смешай расплавы золота и серебра и отлей провода через форму.,Blend molten gold and silver and cast wires through a mold.,Смешай расплавы золота и серебра и отлей провода через форму.
Смешивание 2-4 жидкостей,Blending 2-4 fluids,Смешивание 2-4 жидкостей
Смонтируй линию четвёртого поколения.,Install a fourth-generation line.,Смонтируй линию четвёртого поколения.
Смонтируй скоростные конвейеры.,Install high-speed conveyors.,Смонтируй скоростные конвейеры.
"Собери ME-сеть: контроллер, накопитель, ячейку и терминал.","Build an ME network: controller, drive, cell and terminal.","Собери ME-сеть: контроллер, накопитель, ячейку и терминал."
Собери базовые платы — основа будущей электроники.,Make basic boards — the foundation of future electronics.,Собери базовые платы — основа будущей электроники.
Собери баки для хранения жидкостей.,Build tanks for storing fluids.,Собери баки для хранения жидкостей.
Собери аккумуляторные ячейки высшей ёмкости.,Build accumulator cells of the highest capacity.,Собери аккумуляторные ячейки высшей ёмкости.
Собери бронзовый бур — быстрее и глубже примитивного.,Build a bronze drill — faster and deeper than the primitive one.,Собери бронзовый бур — быстрее и глубже примитивного.
Собери буровую головку высшего класса.,Build a top-class drill head.,Собери буровую головку высшего класса.
Собери верстак — основу всего крафта.,Build a workbench — the foundation of all crafting.,Собери верстак — основу всего крафта.
Собери вместительные баки.,Build roomy tanks.,Собери вместительные баки.
Собери водяную помпу — вода нужна котлам и промывке.,Build a water pump — boilers and ore washing need water.,Собери водяную помпу — вода нужна котлам и промывке.
Собери кодекс — справочник по всему миру.,Assemble the codex — a guide to the whole world.,Собери кодекс — справочник по всему миру.
Собери компрессор — прессует уголь и не только.,Build a compressor — it presses coal and more.,Собери компрессор — прессует уголь и не только.
Собери конвейерные ленты — предметы поедут сами.,Build conveyor belts — items will move themselves.,Собери конвейерные ленты — предметы поедут сами.
Собери конденсаторы двух поколений.,Build capacitors of two generations.,Собери конденсаторы двух поколений.
Собери крафт-терминал — верстак с доступом ко всему складу.,Build a crafting terminal — a workbench with access to your whole warehouse.,Собери крафт-терминал — верстак с доступом ко всему складу.
Собери модификатор сундука второго уровня.,Build a tier two chest modifier.,Собери модификатор сундука второго уровня.
Собери моторы второго поколения.,Build second-generation motors.,Собери моторы второго поколения.
Собери моторы высшего тира.,Build top-tier motors.,Собери моторы высшего тира.
Собери накопители — ночью панели спят.,Build storage units — panels sleep at night.,Собери накопители — ночью панели спят.
Собери нанопроцессоры из кристаллов и транзисторов.,Assemble nano processors from dies and transistors.,Собери нанопроцессоры из кристаллов и транзисторов.
Собери насосы для жидкостных машин.,Build pumps for fluid machines.,Собери насосы для жидкостных машин.
Собери нефтекачку — начало нефтяной промышленности.,Build an oil pump — the beginning of the oil industry.,Собери нефтекачку — начало нефтяной промышленности.
Собери панель второго поколения.,Build a second-generation panel.,Собери панель второго поколения.
Собери первые аккумуляторные ячейки.,Build your first accumulator cells.,Собери первые аккумуляторные ячейки.
Собери первые транзисторы и диоды.,Build your first transistors and diodes.,Собери первые транзисторы и диоды.
Собери первый компьютер.,Build your first computer.,Собери первый компьютер.
Собери плавильню — руда и слитки станут жидким металлом.,Build the melter — ore and ingots become molten metal.,Собери плавильню — руда и слитки станут жидким металлом.
Собери планки памяти.,Build memory sticks.,Собери планки памяти.
Собери платы высшего класса.,Build top-class boards.,Собери платы высшего класса.
Собери платы на пластиковой подложке.,Build boards on a plastic substrate.,Собери платы на пластиковой подложке.
Собери платы следующего поколения.,Build next-generation boards.,Собери платы следующего поколения.
Собери примитивную дробилку — первый механизм.,Build a primitive crusher — your first machine.,Собери примитивную дробилку — первый механизм.
"Собери примитивный бур — он копает сам, пока ты занят.",Build a primitive drill — it digs on its own while you're busy.,"Собери примитивный бур — он копает сам, пока ты занят."
"Собери промывочную машину — чище металл, больше выход.","Build an ore washer — cleaner metal, bigger yield.","Собери промывочную машину — чище металл, больше выход."
Собери промышленные корпуса машин.,Build industrial machine casings.,Собери промышленные корпуса машин.
Собери процессоры из чипов и схем.,Assemble processors from chips and circuits.,Собери процессоры из чипов и схем.
Собери процессоры нового поколения.,Assemble new-generation processors.,Собери процессоры нового поколения.
Собери реактор: 1-2 жидкости плюс предмет — новый предмет.,Build the reactor: 1-2 fluids plus an item — a new item.,Собери реактор: 1-2 жидкости плюс предмет — новый предмет.
Собери ректификационную колонну.,Build a distillation column.,Собери ректификационную колонну.
"Собери ротор из пластин, колец и болтов.","Assemble a rotor from plates, rings and bolts.","Собери ротор из пластин, колец и болтов."
"Собери сенсор из линзы, серебра и схемы.","Assemble a sensor from a lens, silver and a circuit.","Собери сенсор из линзы, серебра и схемы."
